added,agentCpid,area,assetType,budget_from,budget_to,configuration,lastModified,marketValue,propertyName,requirementDetails,requirementId,status
2024-12-13,INT002,0,apartment,,,1 BHK,1734100226,Market Value,test,,RQA126,Closed
2024-11-28,INT001,0,villa,,,3BHK,1732795848,Market Value,NCC urban Greens villa,"NCC urban Greens villa, 3 BHK, 4 BHK, Villa 4cr",RQA078,Pending
2024-12-14,CPA363,3000,apartment,5,5.5,4 BHK,1734182395,,salarpuria sattva luxuria,4 bhk,RQA127,Pending
2024-12-06,CPA584,4000,bungalow,1,1.25,3BHK,1733480373,,JAYANAGAR,Required Independent  3/4bhk For RENT,RQA109,Pending
2024-11-28,INT001,0,duplex,,,4BHK,1732798463,Market Value,Embassy Groove,"Duplex or triplex in Embassy Groove , Golf course facing as per market price",RQA087,Pending
2024-11-29,INT001,0,apartment,,,2 BHK,1732879155,Market Value,Prestige Misty Water,"2 BHK , as per market",RQA093,Pending
2024-12-23,CPA638,3000,apartment,4,4.2,3.5 BHK,1734941050,,Addharsh Palm Springs ,"- Budget is 4 Cr
- Upto 3000 sqft
-  Shouldn't be in the ground floor
- 3 or 4 BHK with servant quarters",RQA138,Pending
2024-12-15,CPA500,0,apartment,0,10,3 BHK,1734267882,,Bangalore,Any kind of property with only guidance value on paper. ,RQA130,Pending
2024-12-03,CPA409,3000,apartment,,,3 BHK,1733218332,Market Value,South Bangalore ,"Sobha morzaria grandeur 
Mahindra windchimes 
Prestige pinewood 
Snn raj lake view",RQA100,Pending
2024-12-11,CPA609,0,villa,,,4BHK,1733917594,Market Value,Chaitniya samarpan,Villa,RQA123,Pending
2024-12-10,CPA392,0,apartment,,,3 BHK,1733792684,Market Value,Whitefield ,3 bhk budget 2.5 cr,RQA119,Pending
2024-12-06,CPA584,0,apartment,2,2.5,,1733480373,,Birla Tisya ,Required 3bhk Immediate settlement ,RQA108,Pending
2024-11-29,INT002,0,apartment,,,2 BHK,1732878657,Market Value,Niko homes phase 2,,RQA090,Pending
2024-12-09,CPA584,1369,apartment,2.5,2.7,3 BHK,1733770897,,Birla TISYA,Required 3bhk ,RQA118,Pending
2024-12-14,CPA363,600,apartment,4.5,5,1 BHK,1734182395,,vaishnavi serein,,RQA129,Pending
2024-12-07,CPA584,1263,apartment,1.7,2.25,2 BHK,1733560786,,Prestige Westwoods ,Required urgently 2/2.5bhk Preferred East/West facing Immediate Settlement,RQA112,Pending
2024-11-29,CPA170,1300,apartment,1.2,1.4,,1732884111,,Jayanagar /Basavangudi/Jp nagar 4th phase,"Bhk -2 or 3 Bhk
Facing - East or North 
Age of building - less than 7 years 
Budget - 1.4 cr
Preferred hindu community.
Immediate booking 
Self funding",RQA095,Pending
2024-12-19,INT002,0,apartment,,,3 BHK,1734599879,Market Value,test,,RQA134,Closed
2024-12-21,CPA584,3000,apartment,2.5,3.5,,1734782664,,JPNAGAR near Delmia Circle,Required 3/4bhk Apartment for immediate purchase,RQA136,Pending
2024-12-23,CPA011,1800,apartment,,,3 BHK,1734922546,Market Value,Sobha Windsor,"3 BHK, 1800 plus sq.ft, above 10th floor, balcony facing should be east, preferred Wings are 3 & 4 mainly and Wings 7 & 8  also fine.
Purchaser is into C component of 30%  total value.",RQA137,Closed
2024-12-23,CPA138,3000,apartment,,,3.5 BHK,1734947291,Market Value,Valmark Apas,3/4bhk on higher floors(atleast above 5th floor ),RQA139,Pending
2024-12-23,CPA584,858,apartment,,,2 BHK,1734951000,Market Value,Birla TISYA,Required 2bhk ,RQA141,Pending
2024-12-23,CPA584,1263,apartment,17000000,19000000,2 BHK,1734951000,,Prestige Westwoods,Required 2bhk ,RQA142,Pending
2024-12-23,CPA584,1357,apartment,17500000,22000000,2.5 BHK,1734951000,,Prestige Westwoods,Required 2.5bhk,RQA143,Pending
2024-12-23,CPA584,1700,apartment,,,3 BHK,1734951264,Market Value,Prestige Westwoods ,Required 3bhk,RQA144,Pending
2024-12-23,CPA584,0,apartment,,,4 BHK,1734951264,Market Value,Prestige Westwoods ,Required 4bhk,RQA145,Pending
2024-12-23,CPA584,2200,apartment,,,3 BHK,1734951264,Market Value,JPNAGAR Near Delmia circle,Required 3bhk ,RQA146,Pending
2024-12-25,CPA584,3000,bungalow,1,1.5,4BHK,1735116872,,Jayanagar,Required urgently 3/4bhk Independent House / Bunglow for RENT ,RQA147,Pending
2024-12-26,CPA094,0,villa,5,5.5,4BHK,1735175099,,Whtefield,4bhk Villa in 5 Cr budget around Whitefield area in a budget of 5CR,RQA148,Pending
2024-12-26,CPA094,0,independent building,8,9,Commercial Building,1735175099,,HSR Layout or Koramangala,Plot or rental yielding property ,RQA149,Pending
2024-12-27,CPA071,0,plot,,,,1735279679,Market Value,Manyatha Song of the Earth,60 x 40 plot required for purchase in Manyatha Song of the Earth,RQA150,Pending
2024-12-27,CPA071,0,plot,,,,1735279679,Market Value,Manyata Earth Song,"Required plot for purchase at Manyata Earth Song, 1800 - 2400 sfr",RQA151,Pending
2024-12-30,CPA239,1387,apartment,1.5,1.6,3 BHK,1735543068,,prestige city,3 bhk/1387 sq feet,RQA152,Pending
2025-01-01,CPA664,1200,plot,,,,1735753281,Market Value,Arvind Greatlands ,ARVIND Greatlands Phase 1,RQA153,Pending
2025-01-01,CPA664,1067,plot,0.76,0.81,,1735753281,,Purva Tivoli Hills,Purva Tivoli Hills,RQA154,Pending
2025-01-03,CPA071,3000,apartment,,,4 BHK,1735915933,Market Value,Phoenix Bangalore One West,"Purchase of a large 3/4 bhk at Phoenix Bangalore One West
",RQA155,Pending
2025-01-04,CPA411,1800,apartment,,,3 BHK,1735972425,Market Value,Prestige Woodland Park,Looking for 2 or 3 or 4 BHK flats in Prestige Woodland Park project as per market price,RQA156,Pending
2025-01-04,CPA662,0,plot,0,10000000,,1735995891,,Budigere cross ,,RQA157,Pending
2025-01-06,CPA580,0,apartment,,,3 BHK,1736128788,Market Value,Mantri Elite ,3bhk for purchase required,RQA158,Pending
2025-01-06,CPA071,1200,plot,,,,1736152189,Market Value,Adarsh Savana,30x40 site for purchase in Adarsh Savana. East facing required,RQA159,Pending
2025-01-06,CPA071,3000,bungalow,,,,1736160185,Market Value,Jayanagar / JP Nagar,Require a Independent Bunglow for rent in Jayanagar or JP Nagar for pay school. Min plot area of the bunglow should be 3000 sft. Budget upto 3.5 lakhs/month ,RQA160,Pending
2025-01-06,CPA643,0,plot,10,15,,1736169433,,North Bangalore,"*Urgent Requirement* : Urgently required *Land* for purchase in *North Bengalore* upto 10 - 15 acres. Kindly Call me on 9900097684.

Estate Point",RQA161,Pending
2025-01-07,CPA595,3000,independent building,,,3.5BHK,1736232938,Market Value,HSR layout ,Looking for individual house 3 or 4bhk,RQA162,Pending
2025-01-08,CPA584,1080,apartment,,,3 BHK,1736310246,Market Value,Provident Sunworth City,Required 3bhk,RQA163,Pending
2025-01-10,CPA688,1600,apartment,,,,1736478391,Market Value,Mantri webcity,3 bhk except south facing ,RQA164,Pending
2025-01-10,CPA700,2400,plot,,,,1736503557,Market Value,Sanjaynagar,"60/40 plot sanjaynagar,rmv as per market price commission side by side. ",RQA165,Pending
2025-01-10,CPA643,1163,plot,,,,1736508927,Market Value,Prestige Great Acres,Required 1163 sft plot in PGA. Budget: 14k. Immediate settlement,RQA166,Pending
2025-01-10,CPA705,2000,apartment,2.3,2.5,,1736508989,,Marathalli,2000 sqft North East 1st to 4th floor,RQA167,Pending
2025-01-10,CPA688,0,apartment,1.15,1.2,,1736519866,,Goyal Piccadilly ,2 bhk flat in higher floors,RQA168,Pending
2025-01-11,CPA679,5000,commercial building,,,Commercial Building,1736569633,Market Value,Commercial ,"Preleased Commercial units, od reatial  budget 5 cr to 15 cr",RQA169,Pending
2025-01-13,CPA584,3000,apartment,,,4 BHK,1736749580,Market Value,Adarsh PREMIA ,4bedroom,RQA170,Pending
2025-01-13,CPA584,2891,apartment,,,3 BHK,1736749580,Market Value,Prestige SouthRidge ,3bedroom for RENT,RQA171,Pending
2025-01-14,CPA028,0,apartment,,,2 BHK,1736822941,Market Value,Brigade Northridge,2/3 Bhk,RQA172,Pending
2025-01-14,CPA028,0,apartment,,,3 BHK,1736822941,Market Value,Brigade Northridge,3Bhk,RQA173,Pending
2025-01-14,CPA628,1500,plot,0.8,0.9,,1736868924,,1500 sq.ft plot in North Bangalore.,Client is looking for a East facing plot in North Bangalore carrying a budget of 90 lakhs to Register immediately and start constructing his home.,RQA174,Pending
2025-01-15,CPA688,2400,plot,,,,1736944521,Market Value,Embassy springs ,2400 to 3000 ,RQA176,Pending
2025-01-15,CPA688,1200,plot,,,,1736944521,Market Value,Nirvana orchid,Plot 1200 ,RQA177,Pending
2025-01-15,CPA713,1500,apartment,,,3 BHK,1736955549,Market Value,Kormangala,Flat in Kormangala area,RQA178,Pending
2025-01-16,CPA071,0,plot,,,,1737027041,Market Value,Esteem Misty Hills ,30 x 40 plot in Esteem Misty Hills,RQA179,Pending
2025-01-16,CPA023,744,apartment,,,1 BHK,1737032358,Market Value,Vaswani Menlo Park,Want to sell,RQA180,Pending
2025-01-16,CPA023,1635,apartment,,,3 BHK,1737032358,Market Value,vaswani menlo park,want to sell,RQA181,Pending
2025-01-18,CPA584,3500,apartment,,,4 BHK,1737185300,Market Value,Pramuk M M Meridian ,4bhk ,RQA182,Pending
2025-01-18,CPA584,1300,apartment,,,2 BHK,1737185300,Market Value,Suguna Pristine Square,2bhk,RQA183,Pending
2025-01-18,CPA584,1600,apartment,,,3 BHK,1737185300,Market Value,Suguna Pristine Square,3bhk ,RQA184,Pending
2025-01-18,CPA563,0,apartment,,,4 BHK,1737186874,Market Value,Total Environment Pursuit of Radical Environment ,4bhk L45,RQA185,Pending
2025-01-18,CPA752,2027,apartment,3.4,3.6,3.5 BHK,1737196310,,Prestige Waterford,3.5 BHK in Higher Floor,RQA186,Pending
2025-01-18,CPA752,3000,apartment,5,8,4 BHK,1737214247,,North Bengaluru,3000 Sqft apartment,RQA187,Pending
2025-01-18,CPA584,3000,apartment,,,3 BHK,1737219297,Market Value,Vaishnavi Terrace,3bhk,RQA188,Pending
2025-01-18,CPA584,3500,apartment,,,4 BHK,1737219297,Market Value,Vaishnavi Terrace,4bhk,RQA189,Pending
2025-01-18,CPA584,3000,apartment,,,3 BHK,1737219297,Market Value,Total Environment Learning To Fly,3bhk,RQA190,Pending
2025-01-18,CPA584,3000,apartment,,,3 BHK,1737219297,Market Value,Maratt Pimento,3bhk,RQA191,Pending
2025-01-19,CPA584,1500,apartment,,,3 BHK,1737288021,Market Value,Godrej Eternity,3bedroom,RQA192,Pending
2025-01-19,CPA584,1700,apartment,,,3 BHK,1737288021,Market Value,Purva Highland,3bedroom,RQA193,Pending
2025-01-20,CPA239,1800,apartment,,,3 BHK,1737367018,Market Value,Assetz 63 degree,1600 to 1800 sq feet SBA/2 balcony with utility/ East facing/ vastu complaint,RQA194,Pending
2025-01-21,CPA163,2400,plot,39600000,39600000,,1737479438,,JP Nagar 9th Phase,"40 x60 South Facing ,BDA Plot for sale in JP Nagar 9th phase imm sale...",RQA196,Closed
2025-01-29,CPA825,2400,duplex,,,4BHK,1738143069,Market Value,"HSR, Sarjapur, Koramangala",4bhk duplex /apartment or 3bhk ready to move in or within a year handover ,RQA197,Pending
2025-01-29,CPA825,1200,apartment,1,1.4,2 BHK,1738143069,,DLF WESTEND HEIGHTS ,2BHK OR 3BHK-2T ,RQA198,Pending
2025-01-30,CPA838,1700,apartment,2.5,2.7,3 BHK,1738215158,,Around Koramangala ,3BHK| 1700 sqft| Budget- 2.7cr (slightly flexible),RQA199,Pending
2025-01-30,CPA363,1500,apartment,,,3 BHK,1738226799,Market Value,sobha royal chrest 3 bhk,"3bhk 3T, east / north/  after 5th floor. ",RQA202,Pending
2025-01-31,CPA058,2000,apartment,,,3 BHK,1738321468,Market Value,3bhk/4bhk - Bellary Rd to Hosa Rd,"Client looking for 3bhk or Bigger unit around 2000sqft size, Particularly Lake facing Balcony Unit, Middle floors, Locations are Jakkur Hebbal Yelahanka Whitefield Varthur Gunjur Sarjapur Hosa Rd , RTMI / Resale / Within 6months posession",RQA205,Pending
2025-02-02,CPA422,12075,apartment,,,2 BHK,1738481983,Market Value,Falcon City,2 or 3 BHK ,RQA207,Pending
2025-02-03,CPA662,3000,apartment,0,4,4 BHK,1738570855,,Bangalore North,Apartment/ Villa with 4BHK + Servant Quarter from a Grade A builder in Bangalore North,RQA208,Pending
2025-02-03,CPA870,1800,apartment,,,3 BHK,1738579051,Market Value,"  In Brigade metropolis, Brigade lakefront, Durga petals ","Wanted 
2-3 BHK semi furnished flat 
In Brigade metropolis, Brigade lakefront, Durga petals 
Modern  apartment   
Highter floor  
 Budget -  2 Cr
Contact  with direct inventory 
  Abhishek
8105213550
Golden Nest Realtors",RQA209,Pending
2025-02-04,CPA842,2700,villament,4,5,4BHK,1738661402,,Ferns Meadows Kothanur ,Villa 4BHK 2700sft 4.5Cr Ferns Meadows in Kothanur,RQA210,Pending
2025-02-04,CPA842,0,apartment,2.5,3,4 BHK,1738657912,,Unitech Heritage Estate Yelahanka ,4BHK Apartment in Unitech Heritage Estate,RQA211,Pending
2025-02-04,CPA842,0,apartment,1.3,1.5,3 BHK,1738661723,,Unitech Heritage Estate Yelahanka,3BHK Unitech Heritage Estate Yelahanka,RQA212,Pending
2025-02-04,CPA842,2400,villament,4,5,4BHK,1738661402,,Asha Township ,4BHK Villa 60*40 2000Sqft 3Cr Asha Township,RQA213,Pending
2025-02-04,CPA842,0,apartment,1.2,1.5,3 BHK,1738662266,,Mantri Webcity ,3 BHK in Mantri Webcity,RQA214,Pending
2025-02-08,CPA842,2500,villa,,,3BHK,1739012429,Market Value,Devanhalli ,"Villa North Bangalore Near Airport road 
North or East facing
Good amenities with on bigger project area ",RQA215,Pending
2025-02-08,CPA842,7000,villa,5,7,4BHK,1739018224,,"Hennur main rd , Thanisandra , Kothanur, K Naraynapura, Horamavu , Kalkere","Client Requirements: 4 BHK – 5 BHK Villa (6500 - 8456 Sq.Ft.) | Budget: ₹5 Cr – ₹7 Cr

We are seeking a luxurious villa within a well-established, family-friendly community. The ideal property will be between 6500 to 8456 square feet, featuring 4 or 5 spacious bedrooms, catering to a family with children. The budget for this purchase is between ₹5 Crore and ₹7 Crore.

Key Requirements:

Facing Preference: The villa should ideally be East or North-facing to ensure optimal natural light and ventilation throughout the day.

Family-Oriented Amenities: Given that the client has young children, a property with ample open spaces and child-friendly amenities is essential. The ideal property should feature:

Safe, secure play areas and parks for children
Dedicated walking and jogging tracks
Sports facilities (e.g., swimming pool, tennis courts, etc.)
Green, open spaces for outdoor activities
Connectivity: The location of the villa must be easily accessible, with major connectivity to key roads and locations such as schools, hospitals, shopping centers, and entertainment hubs. Proximity to main roads and public transport routes is a must for ease of daily commuting.

Spacious Living: The home should be designed to offer plenty of space for a growing family, with large, open-plan living areas and well-sized rooms, particularly for the bedrooms, living, and dining areas.

Security and Privacy: As the client is focused on their family's safety and well-being, 24/7 security within a gated community is a key priority.

Luxury and Exclusivity: The villa should reflect a sense of exclusivity, offering high-end finishes, a modern design, and premium features like a well-equipped kitchen, spacious bathrooms, and high-quality fittings.",RQA216,Pending
2025-02-10,CPA705,1200,plot,3,4,,1739174614,,Whitfield ,,RQA217,Pending
2025-02-10,CPA842,2000,apartment,,,3 BHK,1739172977,Market Value," RMZ Galleria , Yelehanka","3BHK 1910Sqft  (east, north, west)",RQA218,Pending
2025-02-10,CPA842,1800,apartment,,,3 BHK,1739172977,Market Value,Purva Venezia ,"3 BHK 1780 Sq. Ft(west, east, north)",RQA219,Pending
2025-02-10,CPA842,1500,apartment,,,3 BHK,1739172977,Market Value,Nagarjuna Meadows,3BHK (East West North),RQA220,Pending
2025-02-10,CPA842,2500,villa,,,3.5BHK,1739172977,Market Value, Shobha Victoria Park,"3.5 BHK 2547 Sq. Ft (East, West, North)",RQA221,Pending
2025-02-10,CPA842,1962,apartment,,,3 BHK,1739172977,Market Value, Vista Spaces Vasishta,"3 BHK 1962 Sq. Ft. (East, West, North)",RQA222,Pending
2025-02-10,CPA842,1500,plot,,,,1739172977,Market Value,Adarsh Savanna,"1200 sft or 1500 sft, East or North ",RQA223,Pending
2025-02-10,CPA842,4500,villa,,,4BHK,1739172977,Market Value,Asha township," 4BHK Villa 60*40  (plot)  Asha Township  east or north facing, Vaastu complaint",RQA224,Pending
2025-02-10,CPA842,1750,apartment,,,3 BHK,1739172977,Market Value,Brigade Orchards Juniper,"3 BHK  (East, west, north facing)",RQA225,Pending
2025-02-07,CPA695,1841,apartment,1.2,1.3,3 BHK,1738926578,,Purva Highland,3 BHK,RQA226,Pending
2025-02-11,CPA842,2000,villa,,,3BHK,1739259709,Market Value,Devanahalli North Bangalore,"Villa North Bangalore Near Airport   
North or East facing
Good amenities with on bigger project area",RQA227,Pending
2025-02-11,CPA842,3500,villa,,,3BHK,1739259709,Market Value,horamavu,3BHK + Study room Villa ( East West north),RQA228,Pending
2025-02-11,CPA842,3500,villa,,,4BHK,1739261138,Market Value,LG Lake view Dew,"4bhk villa (north, east, west, facing)",RQA229,Pending
2025-02-11,CPA842,1700,villa,1,1.5,3BHK,1739261664,,Presitige royal Garden,"3 BHK + Study room , Extra room (East West North)",RQA230,Pending
2025-02-11,CPA842,1700,apartment,,,3 BHK,1739261842,Market Value,chowriappa constellation,3BHK (North East West) facing,RQA231,Pending
2025-02-11,CPA842,2700,apartment,1,1.5,4 BHK,1739261842,,Nagavara,4 BHK ( East Wet North),RQA232,Pending
2025-02-10,CPA678,0,apartment,,,2 BHK,1739192931,Market Value,DNR arista,2bhk in phase 2 or 1,RQA233,Pending
2025-02-12,CPA953,0,apartment,,,2.5 BHK,1739365762,Market Value,"Hennur , kr puram , banaswadi, hbr, cv raman nagar ,marathalli","Ready to move or close to move in 2 or 3 bhk needed low rise structure,  less amenities also fine ..clear paperwork mandatory ",RQA234,Pending
2025-02-12,CPA274,0,apartment,1.7,1.75,3 BHK,1739371311,,Brigade Calista Ph 1,"Brigade Calista Ph 1
Around 1.7 cr
Above 5th floor
Facing : Sunlight should come in mainly. Any door facing would do.",RQA235,Pending
2025-02-13,INT001,0,villa,12.5,13,4BHK,1739436453,,Adarsh palm retreat ,,RQA236,Closed
2025-02-13,CPA953,5000,plot,,,,1739435803,Market Value,"Hennur ,kothanur ,","Need a minimum of 3000sqft of land for lease for a period of 3 to 5 years  , if vacant land a temporary structure can be set up , this is for a temporary church premises.. till such time their construction gets completed .. if a building exists  options can be seen for use .
Outright sale options can be seen ",RQA237,Pending
2025-02-13,CPA842,4200,duplex,5,7,5BHK,1739439871,,Indiranagar,independent house (East West North)facing,RQA238,Pending
2025-02-13,CPA842,2900,penthouse,3,3.5,5BHK,1739439871,,Purva Venezia ,5BHK (East West North ),RQA239,Pending
2025-02-14,CPA842,4500,apartment,4,5,3 BHK,1739507347,,Embassy lake ,"Garden view only
Embassy lake terraces 9F ,  12f, or 18F ( floor)",RQA240,Pending
2025-02-14,CPA842,1500,apartment,1,1.1,3 BHK,1739533154,," Sobha Athena, Thanisandra","3BHK (east, west, north  facing) Around Hennur is also fine",RQA241,Pending
2025-02-14,CPA842,1500,apartment,1,1.3,3 BHK,1739533154,," Plama Heights, Hennur",3bhk (north east west ) facing,RQA242,Pending
2025-02-14,CPA842,2100,apartment,1.5,2,3 BHK,1739533154,, Redifice Arlington,3bhk   location preference central Bangalore,RQA243,Pending
2025-02-15,CPA842,5500,villa,4.5,5,5BHK,1739594552,,anthelia homes thanisandra,"5BHK ( East, West, North)",RQA244,Pending
2025-02-15,CPA842,1200,independent building,1.7,1.9,3BHK,1739594552,,yelahanka, 3BHK  (East West North) Facing ,RQA245,Pending
2025-02-15,CPA842,1200,apartment,1,1.2,3 BHK,1739612320,,Prestige Monte Carlo,2bhk (east west north) facing,RQA246,Pending
2025-02-15,CPA842,1700,apartment,1.7,2,3 BHK,1739612709,,Purva Venezia ,3 BHK  (east west north),RQA247,Pending
2025-02-16,CPA842,1600,apartment,,,3 BHK,1739700041,Market Value,"Shilpa Rathna, kasthuri nagar ",3 BHK 1600Sft + east or north facing ,RQA248,Pending
2025-02-17,CPA953,1200,apartment,,,2 BHK,1739767962,Market Value,Kanakpura road / mysore road ,"2 or 3 bhk  needed in the above areas 
B cat developer is ok but it should be a slightly high rise ",RQA249,Pending
2025-02-17,CPA967,1225,apartment,7500000,7800000,2 BHK,1739776557,,Pragathi Amber,2BHK on 13th floor for sale,RQA252,Pending
2025-02-18,CPA842,2200,apartment,1.5,1.7,3.5 BHK,1739853244,,hennur,4bhk  ( east west north facing),RQA253,Pending
2025-02-18,CPA972,1750,apartment,3,3.5,3 BHK,1739888675,,Kormangala / HSR Layout / Bellandur / Sarjapur,Require 3 BHK with 1700 - 2000 sft carpet area in Koramangla / HSR Layour / Bellandur / Sarjapur Road with a budget of 3-3.5 Cr. Flat should not be good old.,RQA254,Pending
2025-02-20,CPA842,1900,apartment,1.2,1.45,3 BHK,1740026636,,Unitech Heritage  Yelahanka,"3BHK ( North, East or West facing ) floor rise preference middle or Higher floors ",RQA255,Pending
2025-02-20,CPA842,1400,apartment,1,1.1,3 BHK,1740026636,,sobha moonstone,3BHK (East West or North facing),RQA256,Pending
2025-02-21,INT015,0,apartment,,,2 BHK,1740139123,Market Value,test,asdff,RQA258,Closed
2025-02-22,CPB012,2000,apartment,,,3.5 BHK,1740207452,Market Value,Malleshwaram,"Client Requirment:- 3-3.5BHK apartment in radius of 5-8kms from Malleshwaram(Max 30mins drive) . Very particular about having it in a society where they are only max of 15-20 apartments (Boutique) . Budget :-5-5.5Cr 
Ready for Site visit next week 
Basic Vastu is a must",RQA259,Pending
2025-02-22,CPA607,3973,apartment,,,,1740216701,Market Value,Pursuit of a Radical Rhapsody @ Total Environment,"Pursuit of a Radical Rhapsody @ Total Environment - T6 - 3973 Sqft- Preferred floor is 26 - West facing - Market rate.

",RQA260,Pending
2025-02-22,CPA047,1012,apartment,,,2 BHK,1740229425,Market Value,"Sobha dream acres , Panathur ","2bhk in new towers or unused 
North or east facing 
2 units ",RQA261,Pending
2025-02-22,CPA981,1500,plot,,,,1740229697,Market Value,Adarsh Savana,East or west facing 1500-2000sqft,RQA262,Pending
2025-02-22,CPB022,4000,commercial building,,,Commercial Building,1740232537,Market Value,commercial,Commercial Building with Good Rental Required in Bangalore North and CBD Areas,RQA263,Pending
2025-02-22,CPA453,2400,plot,,,,1740232627,Market Value,Embassy springs,2000sft to 3000sft plot Requirement in Embassy springs,RQA264,Pending
2025-02-24,CPA065,1780,apartment,20000000,22500000,3 BHK,1740384856,,Builder floor ,3 Bhk with 3 bathroom 1780 sqft ,RQA265,Pending
2025-02-25,CPA058,2000,apartment,5,6,4 BHK,1740465512,,Cetral Bengaluru,"4bhk around 2000sqft size, Above 5th floor, Good community, Around Cetral bengaluru, Resale also ok, ",RQA266,Pending
2025-02-25,CPA940,950,apartment,50,70,2 BHK,1740481694,,North Bangalore,2BHK Renowned Builder,RQA267,Pending
2025-02-28,CPA618,0,apartment,1,1.5,2 BHK,1740729513,,sobha lake Garden,2bhk at 1.45,RQA268,Pending
2025-02-28,CPA833,0,apartment,,,2 BHK,1740750163,Market Value,Snn raj serenity,2 bhk,RQA269,Pending
2025-02-28,CPA833,1100,apartment,,,2 BHK,1740750163,Market Value,Snn raj serenity,2 bhk in snn raj serenity in begur road,RQA270,Pending
2025-03-02,CPB026,2488,apartment,,,,1740854783,Market Value,Nikoo 4,4bhk ,RQA271,Pending
2025-03-02,CPB050,0,apartment,,,3 BHK,1740891944,Market Value,Lodha azur,3 bhk,RQA272,Pending
2025-03-02,CPB050,0,apartment,,,3.5 BHK,1740891944,Market Value,Assetz canvas and cove,3 bhk,RQA273,Pending
2025-03-02,CPA742,0,apartment,30000,35000,,1740910601,,Basaveshwaranagar kurubarhalli ,3 bhk muslim community ,RQA274,Pending
2025-03-02,CPA742,0,independent building,30000,400000,3BHK,1740910873,,Basaveshwaranagar kurubarhalli vijaynagar ,3 bhk muslim community ,RQA275,Pending
2025-03-03,CPB039,1200,apartment,7500000,8500000,2 BHK,1741004499,,Bellandur to Sarjapura Road ,"2 BHK Flat with in a Gated community with Basic amenities park/Garden, etc. ",RQA276,Closed
2025-03-03,CPB039,12000,apartment,0.75,0.85,2 BHK,1741005595,,Bellandur to Sarjapura Road ,"Need Resale flat on Bellandur to Sarjapura Road Before Decathlon,for above mentioned requirement  with in a Gated community with Basic Aminities  park/Garden, etc. ",RQA277,Pending
2025-03-02,CPA449,2000,apartment,,,3 BHK,1740899358,Market Value,Purva Palm Beach,Looking for 3BHK or 3.5 BHK TO purchase at Purva Palm Beach,RQA278,Pending
2025-03-04,CPB050,0,apartment,1.8,1.9,2.5 BHK,1741069003,,sobha lake garden,2.5 bhk on higher floors,RQA279,Pending
2025-03-04,CPB050,0,apartment,1.4,1.8,2 BHK,1741069003,,assetz sun and sanctum,2 bhk or 2.5 bhk on higher floor,RQA280,Pending
2025-03-04,CPB050,1811,apartment,2,2.5,3 BHK,1741069003,,Sobha palm court,3 bhk 1800 sq ft,RQA281,Pending
2025-03-03,CPA808,1900,apartment,,,3 BHK,1740986991,Market Value,jayanagar,"looking for 3bhk, 1800+sqft, stand alone building ",RQA282,Pending
2025-03-04,CPA894,0,apartment,0.9,1,2 BHK,1741082747,,Navami Funique,To Buy,RQA283,Closed
2025-03-06,CPA953,1300,apartment,,,2.5 BHK,1741262729,Market Value,Top developer or developer with good record ,": My Requirements are 

* ready to move in
* 2bhk Or 2.5 
* Good Exterior land, open spac
* Parking Covered
* budget 1-1.2 Cr
: Somewhere between Hennur road and Marathali ",RQA284,Pending
2025-03-07,CPA653,5000,villa,12,14,4BHK,1741339457,,Prestige white meadows,Looking for a villa the Client have budget of 12 cr to 14 cr at Prestige white meadows,RQA286,Pending
2025-03-09,CPA742,0,apartment,7000000,8000000,2 BHK,1741515939,,Vijayanagar ,2bhk east or north facing in vijaynagar budget 75-80 lacs.. immediate position ,RQA287,Pending
2025-03-11,CPA495,0,plot,20000000,25000000,,1741671951,,indiranagar,residential / semi commercial site with or without house ,RQA288,Pending
2025-03-11,CPA495,2200,apartment,40000000,42500000,3 BHK,1741671951,,Richmond Town ,3bhk for purchase ,RQA289,Pending
2025-03-11,CPA495,1200,apartment,9500000,10500000,2 BHK,1741671951,,hennur road,2bhk ,RQA290,Pending
2025-03-11,CPB112,1387,apartment,16400000,16600000,2.5 BHK,1741671439,,Prestige City Meridian Park Phase 1 ,Looking for 1387 Sqft above 10 th floor except 13 & 16 Th Floor with good balcony view immediate  ,RQA291,Pending
2025-03-11,CPA495,2500,commercial building,200000,210000,Commercial Building,1741671951,,CBD,ground / first floor CBD for cafe with liquor allowed 2500sft ,RQA292,Pending
2025-03-11,CPA495,6000,independent building,200000,225000,Commercial Building,1741671951,,CBD,Terrace area for pickleball sport ,RQA293,Pending
2025-03-11,CPA953,1500,apartment,150,200,3 BHK,1741681964,,Purva 270 cv raman nagar / kadubesanhalli/murgeshpalaya ,"2 or 3bhl ,north or east facing  needed for purchase 
Budget 1.5 to 2 cr",RQA294,Pending
2025-03-11,CPA618,0,apartment,,,2 BHK,1741698282,Market Value,sobha lake Garden,2bhk,RQA295,Pending
2025-03-12,CPA953,0,apartment,,,3 BHK,1741800351,Market Value,"Thubrahali,munekollal,balagere road,murgeshpalaya, CV raman nagar,yemlur ,old airport road, kadubesanhalli ","2bhk 2T or 3 bhk 3T  ready to move preferably north facing,  big developer or B cat but clear paperwork mandatory,  for immediate purchase ",RQA296,Pending
2025-03-13,CPB127,1521,apartment,,,3 BHK,1741829558,Market Value,Purna Zenium,3bhk double parking,RQA298,Pending
